コントロールカラム,商品管理番号（商品URL）,商品名,表示先カテゴリ,優先度,URL,1ページ複数形式
"","cft-sm","【正規品】チルファクター　スラッシーメーカー【ショップジャパン】<br>","販売終了2\チルファクター スラッシーメーカー","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000637/","1"
"","chg","チェアジム<br> 【正規品】【ショップジャパン】【チェアジム】<br>","エクササイズマシン\チェアジム","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000664/","1"
"","chg-nban","チェアジム レベル２ 負荷バンド<br> 【正規品】【ショップジャパン】【チェアジム レベル２ 負荷バンド】<br>","エクササイズマシン\チェアジム","999999993","http://item.rakuten.co.jp/shopjapan/c/0000000664/","1"
"","chg-ntws","チェアジム ツイスター<br> 【正規品】【ショップジャパン】【チェアジム ツイスター】<br>","エクササイズマシン\チェアジム","999999992","http://item.rakuten.co.jp/shopjapan/c/0000000664/","1"
"","chgbx_out_1709","チェアジム(ブラック)【アウトレット】1709","その他","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","chgrx_out_1709","チェアジム(レッド)【アウトレット】1711","その他","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","cib","【送料無料】クリック イット ベルト ブラック　ショップジャパン（SHOPJAPAN） 窮屈なベルトにさよなら！ 1日中、ジャストフィット！","生活\クリック イット ベルト","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000758/","1"
"","copy-hpj-r","【正規品】ヒルズダイエット <br>パステルゼリープラス<br>オリジナルボックス・セカンドボックス各単品（１箱15食入）<br>【ダイエット食品】【ショップジャパン】<br>","その他","999990105","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf","【ワケありセール】セラフィット フライパンセット<br>【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】","その他","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-1029","レビュー記載で6,980円相当の特典付き！<br>セラフィット<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit<br>","その他","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-20tn","公式／セラフィット 20cmフライパンと両手なべセット<br>39日間返品保証！<br>【フライパン／ショップジャパン／SHOPJAPAN／ワンダーコア／ワンダーコアスマート／スレンダートーン／セラフィット】","その他","999999997","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-20yk","セラフィット フライパン 20cm【単品】<br>【フライパン】【正規品】【ショップジャパン（SHOPJAPAN）】【すべーる】【スベール】【cerafit】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-24tn","公式／セラフィット 24cmフライパンと両手なべセット<br>39日間返品保証！<br>【フライパン／ショップジャパン／SHOPJAPAN／ワンダーコア／ワンダーコアスマート／スレンダートーン／セラフィット】","その他","999999998","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-24yk","セラフィット フライパン 24cm【単品】<br>【フライパン】【正規品】【ショップジャパン（SHOPJAPAN）】【すべーる】【スベール】【cerafit】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-28tn","公式／セラフィット 28cmフライパンと両手なべセット<br>39日間返品保証！<br>【フライパン／ショップジャパン／SHOPJAPAN／ワンダーコア／ワンダーコアスマート／スレンダートーン／セラフィット】","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-28yk","セラフィット フライパン 28cm【単品】<br>【フライパン】【正規品】【ショップジャパン（SHOPJAPAN）】【すべーる】【スベール】【cerafit】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-3d02","送料無料＋5,980円相当特典付き！<br>セラフィット 今だけポイント5倍！<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit<br>","その他","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-3ds5","【送料あり】セラフィット【ショップジャパン】【正規品】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-7rn2","セラフィット フライパンなべセット！<br>90日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】","調理\セラフィット/公式 楽天ポイント貯まる・使える!","999999994","http://item.rakuten.co.jp/shopjapan/c/0000000609/",""
"","crf-7rn2","セラフィット フライパンなべセット！<br>90日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】","お知らせ\あす楽について","999999994","http://item.rakuten.co.jp/shopjapan/c/0000000655/",""
"","crf-cffk","200万枚突破！特典(5,980円相当)付き＆送料無料！<br>セラフィット 片手鍋セット<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】(期間限定！：9/28(月)9:59まで)","その他","999999995","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-cffr","200万枚突破！特典(5,980円相当)付き＆送料無料！<br>セラフィット 両手鍋セット<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】(期間限定！：9/28(月)9:59まで)","その他","999999994","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-cfpt","セラフィット 使いこなしセット<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】","その他","999999992","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-cfwn","200万枚突破！特典(5,980円相当)付き＆送料無料！<br>セラフィット ダブル鍋セット<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】(期間限定！：9/28(月)9:59まで)","その他","999999993","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-fnabe","セラフィット フライパンなべセット！<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】","SALE＆キャンペーン\楽天ポイント企画エントリーページ","999999984","http://item.rakuten.co.jp/shopjapan/c/0000000596/",""
"","crf-fnabe","セラフィット フライパンなべセット！<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】","調理\セラフィット/公式 楽天ポイント貯まる・使える!","999999984","http://item.rakuten.co.jp/shopjapan/c/0000000609/",""
"","crf-frnb","公式／セラフィット フライパンなべセット 90日間返品保証は当店だけ！【スベール】【すべーる】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】","調理\セラフィット/公式 楽天ポイント貯まる・使える!","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000609/",""
"","crf-frnb_1219","【楽天×ショップジャパンSALE】セラフィット　フライパンなべセット【送料無料】","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-frnb_1219a","【楽天×ショップジャパンSALE】セラフィット　フライパンなべセット【送料無料】","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-frnb_deal","公式／セラフィット フライパンなべセット 90日間返品保証は当店だけ！【スベール】【すべーる】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】","その他","999999994","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-hngk","セラフィット パーフェクトセット<br>90日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】","その他","999999993","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-kats","セラフィット 片手鍋セット【送料無料】<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】<br>","その他","999999994","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-knabe","セラフィット 片手鍋セット 送料無料＆2大特典付！<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】【北斗晶】【織田信成】","調理\セラフィット/公式 楽天ポイント貯まる・使える!","999999995","http://item.rakuten.co.jp/shopjapan/c/0000000609/",""
"","crf-knabe","セラフィット 片手鍋セット 送料無料＆2大特典付！<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】【北斗晶】【織田信成】","お知らせ\あす楽について","999999995","http://item.rakuten.co.jp/shopjapan/c/0000000655/",""
"","crf-nabe","セラフィット 使いこなしセット<br>90日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】","調理\セラフィット/公式 楽天ポイント貯まる・使える!","999999993","http://item.rakuten.co.jp/shopjapan/c/0000000609/",""
"","crf-nabe","セラフィット 使いこなしセット<br>90日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】","お知らせ\あす楽について","999999993","http://item.rakuten.co.jp/shopjapan/c/0000000655/",""
"","crf-nabe-non","セラフィット トータルセット<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-nabs","セラフィット 鍋セット【送料無料】<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】<br>","その他","999999992","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-nfst","鍋ふたスタンド<br>【鍋フタ】【スタンド】【ショップジャパン（SHOPJAPAN）】<br>","調理\セラフィット/公式 楽天ポイント貯まる・使える!","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000609/",""
"","crf-nfst","鍋ふたスタンド<br>【鍋フタ】【スタンド】【ショップジャパン（SHOPJAPAN）】<br>","販売終了4\セラフィットフュージョン/公式 楽天ポイント貯まる!","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000629/","1"
"","crf-nsxx","ミラクルブレード　セラミックナイフセット","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-pers-ss","セラフィット パーフェクトセット<br>","その他","999999989","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
